Name,Specialization,Experience (years),Degrees,Address,City,State,Contact,Email,Rating,Popular Reviews,Hospital,Consultation Fee (INR)
Dr. Simran Gupta,Dermatologist,31,"MCh, DM, MS","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 9347885418,dr..simran.gupta@hyderabad.hospital.com,4.6,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,705
Dr. Priya Pandey,Orthopedic,26,"DM, MS","123 Street, Warangal, Telangana",Warangal,Telangana,+91 8925442904,dr..priya.pandey@warangal.hospital.com,4.8,Patient and compassionate treatment.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,1654
Dr. Kavya Patel,Neurologist,8,MBBS,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 8059447498,dr..kavya.patel@warangal.hospital.com,3.5,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,1817
Dr. Aman Sethi,Gynecologist,18,DNB,"123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 8654980850,dr..aman.sethi@nizamabad.hospital.com,4.1,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1333
Dr. Advait Chopra,Psychiatrist,33,"MCh, MD, MBBS","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9540754455,dr..advait.chopra@udaipur.hospital.com,4.5,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1012
Dr. Neha Nigam,Gynecologist,21,"MD, DM","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8228096586,dr..neha.nigam@dharmanagar.hospital.com,4.0,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1341
Dr. Nikhil Mishra,General Physician,38,"DM, DNB, MS","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7079516297,dr..nikhil.mishra@dharmanagar.hospital.com,3.7,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,1106
Dr. Advait Nigam,ENT Specialist,14,"MBBS, MCh","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 8422691367,dr..advait.nigam@udaipur.hospital.com,3.9,Highly professional and caring.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,323
Dr. Saanvi Pandey,Psychiatrist,33,"MD, MS, DM","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9645161763,dr..saanvi.pandey@udaipur.hospital.com,4.3,Took time to address all concerns.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1219
Dr. Sneha Kumar,Neurologist,27,"MS, PhD","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8443479567,dr..sneha.kumar@dharmanagar.hospital.com,4.3,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1464
Dr. Anjali Gupta,Dermatologist,38,MCh,"123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7940911866,dr..anjali.gupta@dharmanagar.hospital.com,4.7,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,788
Dr. Raj Chawla,Dermatologist,15,PhD,"123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8128311806,dr..raj.chawla@dharmanagar.hospital.com,4.1,Highly professional and caring.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,1222
Dr. Aditi Saxena,Gynecologist,9,"MD, DNB, MBBS","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7456209367,dr..aditi.saxena@udaipur.hospital.com,5.0,Took time to address all concerns.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,608
Dr. Naina Pillai,Psychiatrist,4,"DNB, MS, MBBS","123 Street, Agartala, Tripura",Agartala,Tripura,+91 9077671838,dr..naina.pillai@agartala.hospital.com,4.7,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,629
Dr. Kriti Roy,Pediatrician,15,"MBBS, PhD","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9130331979,dr..kriti.roy@udaipur.hospital.com,4.7,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1452
Dr. Vivaan Sekhar,Ophthalmologist,32,MS,"123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8522753888,dr..vivaan.sekhar@dharmanagar.hospital.com,4.0,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1932
Dr. Ravi Malhotra,Cardiologist,30,"DNB, MD, DM","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9735581620,dr..ravi.malhotra@udaipur.hospital.com,4.4,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1124
Dr. Vivaan Sharma,Ophthalmologist,15,"DNB, MBBS, MS","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 9184163150,dr..vivaan.sharma@dharmanagar.hospital.com,4.0,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,1862
Dr. Arjun Pathak,Gynecologist,22,PhD,"123 Street, Agartala, Tripura",Agartala,Tripura,+91 9769524689,dr..arjun.pathak@agartala.hospital.com,3.6,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,743
Dr. Nikhil Dey,Pediatrician,21,PhD,"123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7242518289,dr..nikhil.dey@udaipur.hospital.com,3.8,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1171
Dr. Ritu Saxena,Psychiatrist,35,"MCh, MD","123 Street, Agartala, Tripura",Agartala,Tripura,+91 7291545023,dr..ritu.saxena@agartala.hospital.com,4.3,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1258
Dr. Isha Bhalla,Ophthalmologist,7,DM,"123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8040585224,dr..isha.bhalla@dharmanagar.hospital.com,3.8,Took time to address all concerns.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,666
Dr. Arjun Nigam,ENT Specialist,22,"PhD, MD","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7925354700,dr..arjun.nigam@udaipur.hospital.com,4.1,Patient and compassionate treatment.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,517
Dr. Isha Pandey,Pediatrician,4,"MBBS, MD","123 Street, Agartala, Tripura",Agartala,Tripura,+91 8142930677,dr..isha.pandey@agartala.hospital.com,3.6,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1620
Dr. Kabir Chaudhary,Cardiologist,33,MS,"123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7313832735,dr..kabir.chaudhary@udaipur.hospital.com,4.6,Took time to address all concerns.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1094
Dr. Aditi Thakur,Pediatrician,5,MBBS,"123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7577973322,dr..aditi.thakur@dharmanagar.hospital.com,4.6,Took time to address all concerns.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,1799
Dr. Harsh Malhotra,Ophthalmologist,29,MBBS,"123 Street, Agartala, Tripura",Agartala,Tripura,+91 8476477865,dr..harsh.malhotra@agartala.hospital.com,4.8,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1773
Dr. Neha Pillai,Neurologist,34,MCh,"123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9971402174,dr..neha.pillai@udaipur.hospital.com,3.8,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,933
Dr. Aman Sharma,Cardiologist,9,"MD, MBBS, DNB","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8857385202,dr..aman.sharma@dharmanagar.hospital.com,3.5,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,Global Care Hospital,475
Dr. Aman Gupta,Cardiologist,4,DNB,"123 Street, Agartala, Tripura",Agartala,Tripura,+91 8050332537,dr..aman.gupta@agartala.hospital.com,4.6,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,1421
Dr. Sia Singh,Cardiologist,35,"DNB, MD","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8698198850,dr..sia.singh@dharmanagar.hospital.com,4.7,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1367
Dr. Anjali Sharma,Pediatrician,5,"DM, MD, MS","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7001478913,dr..anjali.sharma@dharmanagar.hospital.com,3.9,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,620
Dr. Sneha Jain,Dermatologist,4,"MD, MBBS, PhD","123 Street, Agartala, Tripura",Agartala,Tripura,+91 9923624020,dr..sneha.jain@agartala.hospital.com,4.9,Explained the condition very clearly.; Took time to address all concerns.; Highly professional and caring.,City General Hospital,1904
Dr. Saanvi Gupta,Dermatologist,21,"PhD, MD, MBBS","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 8779054933,dr..saanvi.gupta@udaipur.hospital.com,4.8,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,425
Dr. Sneha Sethi,ENT Specialist,30,"MS, PhD","123 Street, Agartala, Tripura",Agartala,Tripura,+91 9707234753,dr..sneha.sethi@agartala.hospital.com,4.7,Patient and compassionate treatment.; Explained the condition very clearly.; Highly professional and caring.,City General Hospital,978
Dr. Eshaan Verma,Orthopedic,13,"MCh, MS","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 8945270339,dr..eshaan.verma@udaipur.hospital.com,4.3,Highly professional and caring.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,832
Dr. Priya Gupta,Psychiatrist,9,"PhD, MD","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 8735679136,dr..priya.gupta@udaipur.hospital.com,4.8,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1592
Dr. Niharika Sethi,ENT Specialist,14,MCh,"123 Street, Agartala, Tripura",Agartala,Tripura,+91 8834807808,dr..niharika.sethi@agartala.hospital.com,4.5,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1835
Dr. Meera Nair,Dermatologist,29,"DNB, DM, MD","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 8223502606,dr..meera.nair@udaipur.hospital.com,4.9,Took time to address all concerns.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1340
Dr. Priya Joshi,Dermatologist,27,"MBBS, DNB","123 Street, Agartala, Tripura",Agartala,Tripura,+91 9339579049,dr..priya.joshi@agartala.hospital.com,4.3,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1392
Dr. Aditi Mishra,Pediatrician,40,MBBS,"123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9055776152,dr..aditi.mishra@udaipur.hospital.com,4.7,Highly recommended for specialized care.; Explained the condition very clearly.; Highly professional and caring.,City General Hospital,492
Dr. Siddharth Kohli,Pediatrician,14,"MCh, MS","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7826045910,dr..siddharth.kohli@udaipur.hospital.com,3.5,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1191
Dr. Ravi Sethi,Neurologist,37,"MCh, PhD, DNB","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7811752479,dr..ravi.sethi@dharmanagar.hospital.com,4.6,Highly professional and caring.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,579
Dr. Ravi Nair,Cardiologist,29,"DNB, MS, MD","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7231196785,dr..ravi.nair@dharmanagar.hospital.com,4.6,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,1756
Dr. Meera Agrawal,ENT Specialist,21,DM,"123 Street, Agartala, Tripura",Agartala,Tripura,+91 7100019830,dr..meera.agrawal@agartala.hospital.com,4.9,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1063
Dr. Aryan Thakur,ENT Specialist,38,"MS, MD, DNB","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7632904831,dr..aryan.thakur@dharmanagar.hospital.com,4.7,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1918
Dr. Varun Sharma,General Physician,17,DNB,"123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 9480417155,dr..varun.sharma@udaipur.hospital.com,4.1,Took time to address all concerns.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1210
Dr. Diya Singh,Neurologist,36,"PhD, MCh, DNB","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 8314419284,dr..diya.singh@dharmanagar.hospital.com,4.4,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,504
Dr. Kavya Pillai,Pediatrician,28,"MD, MCh","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7766592650,dr..kavya.pillai@udaipur.hospital.com,4.3,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,491
Dr. Kavya Bhalla,General Physician,30,"MS, MD","123 Street, Dharmanagar, Tripura",Dharmanagar,Tripura,+91 7939262064,dr..kavya.bhalla@dharmanagar.hospital.com,4.9,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1654
Dr. Parth Das,Gynecologist,5,MBBS,"123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7403045534,dr..parth.das@udaipur.hospital.com,5.0,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1247
Dr. Eshaan Patel,Dermatologist,3,"MBBS, MS","123 Street, Udaipur, Tripura",Udaipur,Tripura,+91 7184023667,dr..eshaan.patel@udaipur.hospital.com,3.8,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,788
Dr. Saanvi Roy,Orthopedic,27,DM,"123 Street, Varanasi, Uttar Pradesh",Varanasi,Uttar Pradesh,+91 9885126352,dr..saanvi.roy@varanasi.hospital.com,4.8,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,1916
Dr. Nikhil Reddy,General Physician,40,MCh,"123 Street, Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,+91 9337657285,dr..nikhil.reddy@kanpur.hospital.com,4.8,Took time to address all concerns.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,613
Dr. Aditya Kapoor,Cardiologist,14,"MD, DNB, MCh","123 Street, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,+91 9249513549,dr..aditya.kapoor@lucknow.hospital.com,3.9,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,607
Dr. Isha Kohli,General Physician,16,"PhD, DM, MS","123 Street, Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,+91 7585893053,dr..isha.kohli@kanpur.hospital.com,4.0,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1625
Dr. Ravi Pathak,General Physician,39,"MCh, PhD, MD","123 Street, Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,+91 9398973801,dr..ravi.pathak@kanpur.hospital.com,3.9,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,862
